Tuck Front Lever Row,0
Advance Tuck Lever Row,0
Advance Tuck Row Rope Climb,0
Straddle Front Lever,0
Straddle Front Lever Rows,0
Full Front Lever Rows,0
Front Lever Rope Climb,0
