German Hang,30
Skin The Cat,0
Tuck Back Lever,0
Advance Tuck Back Lever,0
Straddle Back Lever,0
One Leg Back Lever,0
Full Back Lever,0
Back Lever Pullout,0
German Hang Pullout,0
Bent Arm Pull-up to Back Lever,0
Handstand Lower to Back Lever,0
